Epoch,MSE,VMSE
0,2713.0393
0,3697.6545
0,3384.823
0,4444.451
0,4507.765
0,4274.9873
0,4083.3394
0,7220.566
0,6884.6177
0,6477.446
0,6429.595
0,6611.767
0,6441.006
0,6259.5737
0,6020.855
0,5818.2725
0,6171.9653
0,5915.0347
0,5737.974
0,5500.44
0,5423.644
0,5288.4595
0,6046.9404
0,5903.4727
0,5736.048
0,5622.507
0,5471.922
0,5360.776
0,5242.8765
0,5297.423
0,5196.657
0,5131.729
0,5072.286
0,4987.3276
0,4904.69
0,4822.459
0,4747.6953
0,4703.471
0,4668.2
0,4593.782
0,4533.142
0,4478.1787
0,4406.0757
0,4330.7007
0,4272.8403
0,4228.777
0,4191.611
0,4217.8755
0,4472.394
0,4579.884
0,4537.8613
0,4481.2236
0,4442.749
0,4438.834
0,4441.092
0,4394.665
0,4334.238
0,4324.82
0,4377.338
0,4348.9775
0,4359.7734
0,4331.162
0,4327.4385
0,4286.268
0,4246.8027
0,4254.912
0,4243.1064
0,4226.751
0,4183.432
0,4161.066
0,4145.315
0,4118.7285
0,4100.834
0,4069.2354
0,4061.0688
0,4039.8582
0,4108.6074
0,4106.9473
0,4080.8171
0,4058.551
0,4045.6465
0,4027.2258
0,4009.6753
0,3993.1833
0,3979.334
0,3947.5112
0,3913.562
0,3884.9585
0,3861.194
0,3843.7842
0,3861.8557
0,3839.4475
0,3845.3167
0,3956.49
0,3956.9895
0,3935.901
0,3925.2363
0,3899.6868
0,3873.1404
0,3999.6838
0,4000.4612
0,3991.3594
0,3983.3474
0,3961.5425
0,3960.2705
0,3944.639
0,3923.2734
0,3901.7688
0,3900.2095
0,3878.078
0,3867.3508
0,3848.932
0,3836.919
0,3814.358
0,3803.7656
0,3784.4065
0,3764.107
0,3746.833
0,3729.217
0,3733.3608
0,3717.2327
0,3702.2332
0,3713.8276
0,3722.125
0,3757.9495
0,3744.0476
0,3735.6323
0,3721.3186
0,3702.475
0,3716.8467
0,3702.3723
0,3683.2234
0,3661.991
0,3650.1387
0,3635.6428
0,3616.8562
0,3626.0945
0,3642.7231
0,3629.1492
0,3624.9626
0,3622.3838
0,3624.2249
0,3610.6267
0,3598.2434
0,3589.6287
0,3577.283
0,3563.043
0,3552.199
0,3550.8726
0,3539.2285
0,3553.251
0,3540.3406
0,3532.731
0,3521.5132
0,3511.085
0,3532.83
0,3519.4878
0,3505.5308
0,3493.8916
0,3758.3718
0,3747.1025
0,3732.687
0,3738.1235
0,3747.498
0,3741.1052
0,3734.6133
0,3722.22
0,3709.966
0,3705.6223
0,3695.9624
0,3685.4673
0,3674.3777
0,3673.2556
0,3666.336
0,3668.1511
0,3657.7764
0,3653.8738
0,3655.9368
0,3669.7114
0,3663.7908
0,3663.266
0,3652.8738
0,3651.9922
0,3648.4443
0,3637.0618
0,3633.589
0,3631.2036
0,3625.1213
0,3619.2498
0,3764.3435
0,3752.3186
0,3745.446
0,3739.9058
0,3728.2512
0,3719.3608
0,3711.7542
0,3705.9297
0,3699.1511
0,3688.4229
0,3680.466
0,3858.7234
0,3855.0046
0,3853.373
0,3850.962
0,3918.3413
0,3913.4915
0,3913.2786
0,3910.4678
0,3912.4514
0,3907.7659
0,3904.8342
0,3905.945
0,3897.832
0,3893.4841
0,3889.426
0,3908.6497
0,3917.3547
0,3912.7837
0,3912.6077
0,3918.9087
0,3914.6895
0,3925.8237
0,3926.114
0,3922.3662
0,3912.8132
0,3913.6562
0,3915.5933
0,3908.9685
0,3898.541
0,3886.9546
0,3878.5168
0,3869.4827
0,3858.8208
0,3846.6526
0,3836.1008
0,3843.9756
0,3849.499
0,3844.5168
0,3833.8125
0,3822.8513
0,3835.3909
0,3825.1985
0,3821.7837
0,3836.7476
0,3834.2722
0,3827.4448
0,3819.2783
0,3810.066
0,3816.787
0,3807.335
0,3814.8027
0,3850.9526
0,3869.496
0,3861.6936
0,3866.0825
0,3859.5137
0,3857.8936
0,3848.4011
0,3850.2778
0,3853.6858
0,3853.9001
0,3845.4502
0,3841.1086
0,3836.8926
0,3834.539
0,3838.629
0,3838.3804
0,3849.7449
0,3843.2952
0,3872.0999
0,3877.183
0,3869.0852
0,3867.804
0,3864.8
0,3860.5916
0,3853.1296
0,3846.697
0,3851.6694
0,3846.8262
0,3837.0017
0,3834.9363
0,3832.0823
0,3832.816
0,3837.679
0,0,4075.632850428525
1,3831.3652
1,3827.6897
1,3819.5195
1,3816.3928
1,3809.491
1,3799.8853
1,3793.6953
1,3859.2402
1,3855.5193
1,3851.5361
1,3847.2332
1,3854.2556
1,3850.0586
1,3842.1064
1,3834.9897
1,3830.2158
1,3845.6592
1,3838.6143
1,3836.5188
1,3828.2544
1,3826.744
1,3818.4583
1,3858.5923
1,3850.8662
1,3844.2134
1,3841.365
1,3835.3132
1,3828.2
1,3820.773
1,3822.6382
1,3819.8552
1,3818.6558
1,3817.5745
1,3812.8213
1,3806.5474
1,3801.3433
1,3795.5015
1,3793.2534
1,3793.1792
1,3785.7473
1,3781.2139
1,3777.1619
1,3769.5776
1,3760.9355
1,3754.6106
1,3750.7258
1,3747.5786
1,3753.4685
1,3790.824
1,3807.5977
1,3801.6392
1,3795.1006
1,3791.5205
1,3789.5527
1,3788.0244
1,3780.8977
1,3772.6868
1,3772.089
1,3779.8606
1,3776.5576
1,3776.351
1,3772.5127
1,3774.4785
1,3768.0747
1,3763.975
1,3765.9487
1,3765.2844
1,3761.8926
1,3755.7134
1,3753.176
1,3752.5596
1,3748.042
1,3745.6533
1,3739.7761
1,3737.546
1,3733.6416
