Date,State,Total_cases,Confirmed_cases,New_cases,Total_deaths,Confirmed_death,New_deaths,State_resident_number,State_visitor_number
01/22/2020,CO,0,0,0,0,0,0,33639,32798
01/23/2020,CO,0,0,0,0,0,0,33639,32798
01/24/2020,CO,0,0,0,0,0,0,33639,32798
01/25/2020,CO,0,0,0,0,0,0,33639,32798
01/26/2020,CO,0,0,0,0,0,0,33639,32798
01/27/2020,CO,0,0,0,0,0,0,32725,32798
01/28/2020,CO,0,0,0,0,0,0,32725,32798
01/29/2020,CO,0,0,0,0,0,0,32725,32798
01/30/2020,CO,0,0,0,0,0,0,32725,32798
01/31/2020,CO,0,0,0,0,0,0,32725,32798
02/01/2020,CO,0,0,0,0,0,0,32725,33975
02/02/2020,CO,0,0,0,0,0,0,32725,33975
02/03/2020,CO,0,0,0,0,0,0,32286,33975
02/04/2020,CO,0,0,0,0,0,0,32286,33975
02/05/2020,CO,0,0,0,0,0,0,32286,33975
02/06/2020,CO,0,0,0,0,0,0,32286,33975
02/07/2020,CO,0,0,0,0,0,0,32286,33975
02/08/2020,CO,0,0,0,0,0,0,32286,33975
02/09/2020,CO,0,0,0,0,0,0,32286,33975
02/10/2020,CO,0,0,0,0,0,0,35350,33975
02/11/2020,CO,0,0,0,0,0,0,35350,33975
02/12/2020,CO,0,0,0,0,0,0,35350,33975
02/13/2020,CO,0,0,0,0,0,0,35350,33975
02/14/2020,CO,0,0,0,0,0,0,35350,33975
02/15/2020,CO,0,0,0,0,0,0,35350,33975
02/16/2020,CO,0,0,0,0,0,0,35350,33975
02/17/2020,CO,0,0,0,0,0,0,34246,33975
02/18/2020,CO,0,0,0,0,0,0,34246,33975
02/19/2020,CO,0,0,0,0,0,0,34246,33975
02/20/2020,CO,0,0,0,0,0,0,34246,33975
02/21/2020,CO,0,0,0,0,0,0,34246,33975
02/22/2020,CO,0,0,0,0,0,0,34246,33975
02/23/2020,CO,0,0,0,0,0,0,34246,33975
02/24/2020,CO,0,0,0,0,0,0,32378,33975
02/25/2020,CO,0,0,0,0,0,0,32378,33975
02/26/2020,CO,0,0,0,0,0,0,32378,33975
02/27/2020,CO,0,0,0,0,0,0,32378,33975
02/28/2020,CO,0,0,0,0,0,0,32378,33975
02/29/2020,CO,0,0,0,0,0,0,32378,33975
03/01/2020,CO,0,0,0,0,0,0,32378,26045
03/02/2020,CO,0,0,0,0,0,0,34710,26045
03/03/2020,CO,0,0,0,0,0,0,34710,26045
03/04/2020,CO,0,0,0,0,0,0,34710,26045
03/05/2020,CO,1,0,1,0,0,0,34710,26045
03/06/2020,CO,2,0,1,0,0,0,34710,26045
03/07/2020,CO,8,0,6,0,0,0,34710,26045
03/08/2020,CO,8,0,0,0,0,0,34710,26045
03/09/2020,CO,12,0,4,0,0,0,33532,26045
03/10/2020,CO,17,0,5,0,0,0,33532,26045
03/11/2020,CO,34,0,17,0,0,0,33532,26045
03/12/2020,CO,49,0,15,0,0,0,33532,26045
03/13/2020,CO,49,0,0,0,0,0,33532,26045
03/14/2020,CO,49,0,0,0,0,0,33532,26045
03/15/2020,CO,144,0,95,1,0,1,33532,26045
03/16/2020,CO,160,0,16,1,0,0,30597,26045
03/17/2020,CO,183,0,23,2,0,1,30597,26045
03/18/2020,CO,216,0,33,2,0,0,30597,26045
03/19/2020,CO,277,0,61,2,0,0,30597,26045
03/20/2020,CO,363,0,86,4,0,2,30597,26045
03/21/2020,CO,475,0,112,5,0,1,30597,26045
03/22/2020,CO,591,0,116,6,0,1,30597,26045
03/23/2020,CO,720,0,129,7,0,1,26032,26045
03/24/2020,CO,921,0,201,11,0,4,26032,26045
03/25/2020,CO,1086,0,165,19,0,8,26032,26045
03/26/2020,CO,1430,0,344,24,0,5,26032,26045
03/27/2020,CO,1734,0,304,31,0,7,26032,26045
03/28/2020,CO,2061,0,327,44,0,13,26032,26045
03/29/2020,CO,2307,0,246,47,0,3,26032,26045
03/30/2020,CO,2627,0,320,51,0,4,24605,26045
03/31/2020,CO,2966,0,339,69,0,18,24605,26045
04/01/2020,CO,3342,0,376,80,0,11,24605,16689
04/02/2020,CO,3728,0,386,97,0,17,24605,16689
04/03/2020,CO,4173,0,445,111,0,14,24605,16689
04/04/2020,CO,4565,0,392,126,0,15,24605,16689
04/05/2020,CO,4950,0,385,140,0,14,24605,16689
04/06/2020,CO,5172,0,222,150,0,10,23943,16689
04/07/2020,CO,5429,0,257,179,0,29,23943,16689
04/08/2020,CO,5655,0,226,193,0,14,23943,16689
04/09/2020,CO,6202,0,547,226,0,33,23943,16689
04/10/2020,CO,6365,0,163,250,0,24,23943,16689
04/11/2020,CO,6893,0,528,274,0,24,23943,16689
04/12/2020,CO,7303,0,410,290,0,16,23943,16689
04/13/2020,CO,7691,0,388,308,0,18,24325,16689
04/14/2020,CO,7941,0,250,329,0,21,24325,16689
04/15/2020,CO,8280,0,339,357,0,28,24325,16689
04/16/2020,CO,8582,7941,302,373,363,16,24325,16689
04/17/2020,CO,9047,0,465,391,0,18,24325,16689
04/18/2020,CO,9433,0,386,411,0,20,24325,16689
04/19/2020,CO,9634,8915,201,421,408,10,24325,16689
04/20/2020,CO,10019,9260,385,448,435,27,20645,16689
04/21/2020,CO,10368,9536,349,485,471,37,20645,16689
04/22/2020,CO,10825,9878,457,507,491,22,20645,16689
04/23/2020,CO,11182,10208,357,551,526,44,20645,16689
04/24/2020,CO,12184,10995,1002,672,551,121,20645,16689
04/25/2020,CO,12868,11533,684,670,564,-2,20645,16689
04/26/2020,CO,13350,11980,482,679,572,9,20645,16689
04/27/2020,CO,13798,12374,448,706,595,27,23212,16689
04/28/2020,CO,14238,12741,440,736,617,30,23212,16689
04/29/2020,CO,14675,13148,437,766,642,30,23212,16689
04/30/2020,CO,15182,13637,507,777,652,11,23212,16689
05/01/2020,CO,15668,14078,486,820,693,43,23212,19082
05/02/2020,CO,16120,14498,452,832,701,12,23212,19082
05/03/2020,CO,16534,14897,414,842,705,10,23212,19082
05/04/2020,CO,16878,15169,344,851,712,9,23217,19082
05/05/2020,CO,17317,15600,439,903,762,52,23217,19082
05/06/2020,CO,17738,16012,421,921,778,18,23217,19082
05/07/2020,CO,18318,16532,580,944,800,23,23217,19082
05/08/2020,CO,18793,16969,475,960,817,16,23217,19082
05/09/2020,CO,19316,17491,523,967,824,7,23217,19082
05/10/2020,CO,19632,17809,316,971,828,4,23217,19082
05/11/2020,CO,19735,17893,103,986,842,15,24575,19082
05/12/2020,CO,20091,18211,356,1006,855,20,24575,19082
05/13/2020,CO,20401,18461,310,1059,881,53,24575,19082
05/14/2020,CO,20762,18804,361,1090,906,31,24575,19082
05/15/2020,CO,21131,19151,369,1150,944,60,24575,19082
05/16/2020,CO,21511,19507,380,1192,963,42,24575,19082
05/17/2020,CO,21797,19773,286,1215,966,23,24575,19082
05/18/2020,CO,22095,20028,298,1224,975,9,24374,19082
05/19/2020,CO,22399,20304,304,1257,1001,33,24374,19082
05/20/2020,CO,22752,20595,353,1299,1026,42,24374,19082
05/21/2020,CO,23121,20903,369,1309,1036,10,24374,19082
05/22/2020,CO,23455,21202,334,1323,1048,14,24374,19082
05/23/2020,CO,23937,21657,482,1327,1052,4,24374,19082
05/24/2020,CO,24137,21857,200,1330,1055,3,24374,19082
05/25/2020,CO,24226,21941,89,1331,1056,1,24801,19082
05/26/2020,CO,24503,22208,277,1350,1075,19,24801,19082
05/27/2020,CO,24995,22640,492,1392,1096,42,24801,19082
05/28/2020,CO,25121,22758,126,1421,1115,29,24801,19082
05/29/2020,CO,25613,23172,492,1436,1129,15,24801,19082
05/30/2020,CO,26098,23667,485,1443,1138,7,24801,19082
05/31/2020,CO,26378,23949,280,1445,1140,2,24801,19082
06/01/2020,CO,26577,24109,199,1458,1152,13,28342,22348
06/02/2020,CO,26788,24311,211,1474,1162,16,28342,22348
06/03/2020,CO,27060,24557,272,1494,1182,20,28342,22348
06/04/2020,CO,27360,24848,300,1512,1195,18,28342,22348
06/05/2020,CO,27615,25099,255,1524,1205,12,28342,22348
06/06/2020,CO,27848,25319,233,1527,1209,3,28342,22348
06/07/2020,CO,28001,25457,153,1527,1209,0,28342,22348
06/08/2020,CO,28183,25627,182,1543,1224,16,30088,22348
06/09/2020,CO,28347,25787,164,1553,1233,10,30088,22348
06/10/2020,CO,28499,25915,152,1573,1250,20,30088,22348
06/11/2020,CO,28647,26040,148,1583,1258,10,30088,22348
06/12/2020,CO,28822,26215,175,1595,1268,12,30088,22348
06/13/2020,CO,29017,26408,195,1598,1272,3,30088,22348
06/14/2020,CO,29130,26523,113,1599,1273,1,30088,22348
06/15/2020,CO,29299,26666,169,1605,1279,6,-1,22348
06/16/2020,CO,29442,26795,143,1617,1291,12,-1,22348
06/17/2020,CO,29673,27003,231,1631,1299,14,-1,22348
06/18/2020,CO,29901,27218,228,1638,1303,7,-1,22348
06/19/2020,CO,30187,27453,286,1643,1306,5,-1,22348
06/20/2020,CO,30349,27608,162,1647,1310,4,-1,22348
06/21/2020,CO,30539,27800,190,1647,1310,0,-1,22348
06/22/2020,CO,30705,27959,166,1651,1314,4,-1,22348
06/23/2020,CO,30893,28138,188,1665,1330,14,-1,22348
06/24/2020,CO,31155,28374,262,1667,1335,2,-1,22348
06/25/2020,CO,31479,28674,324,1669,1337,2,-1,22348
06/26/2020,CO,31796,28972,317,1673,1342,4,-1,22348
06/27/2020,CO,32022,29194,226,1674,1343,1,-1,22348
06/28/2020,CO,32307,29476,285,1676,1344,2,-1,22348
06/29/2020,CO,32511,29651,204,1682,1350,6,-1,22348
06/30/2020,CO,32715,29844,204,1690,1355,8,-1,22348
07/01/2020,CO,33029,30133,314,1697,1362,7,-1,24402
07/02/2020,CO,33352,30453,323,1701,1365,4,-1,24402
07/03/2020,CO,33612,30715,260,1701,1365,0,-1,24402
07/04/2020,CO,33866,30970,254,1701,1365,0,-1,24402
07/05/2020,CO,34065,31168,199,1701,1365,0,-1,24402
07/06/2020,CO,34257,31368,192,1691,1367,-10,-1,24402
07/07/2020,CO,34664,31736,407,1696,1372,5,-1,24402
07/08/2020,CO,35116,32138,452,1704,1377,8,-1,24402
07/09/2020,CO,35525,32546,409,1706,1379,2,-1,24402
07/10/2020,CO,36191,33189,666,1724,1397,18,-1,24402
07/11/2020,CO,36591,33587,400,1725,1398,1,-1,24402
07/12/2020,CO,36913,33911,322,1725,1398,0,-1,24402
07/13/2020,CO,37242,34229,329,1727,1400,2,-1,24402
07/14/2020,CO,37686,34663,444,1738,1408,11,-1,24402
07/15/2020,CO,38155,35126,469,1744,1413,6,-1,24402
07/16/2020,CO,38726,35690,571,1745,1413,1,-1,24402
07/17/2020,CO,39344,36260,618,1751,1419,6,-1,24402
07/18/2020,CO,39788,36698,444,1752,1420,1,-1,24402
07/19/2020,CO,40142,37041,354,1752,1420,0,-1,24402
07/20/2020,CO,40566,37471,424,1758,1426,6,-1,24402
07/21/2020,CO,41059,37947,493,1763,1430,5,-1,24402
07/22/2020,CO,41698,38562,639,1771,1435,8,-1,24402
07/23/2020,CO,42314,39163,616,1786,1450,15,-1,24402
07/24/2020,CO,42980,39822,666,1790,1454,4,-1,24402
07/25/2020,CO,43789,40628,809,1794,1458,4,-1,24402
07/26/2020,CO,44336,41174,547,1794,1458,0,-1,24402
07/27/2020,CO,44565,41400,229,1799,1463,5,-1,24402
07/28/2020,CO,45314,42149,749,1807,1470,8,-1,24402
07/29/2020,CO,45796,42626,482,1822,1483,15,-1,24402
07/30/2020,CO,46204,43032,408,1822,1483,0,-1,24402
07/31/2020,CO,46809,43626,605,1838,1498,16,-1,24402
08/01/2020,CO,47267,44077,458,1844,1501,6,-1,25172
08/02/2020,CO,47716,44527,449,1844,1502,0,-1,25172
08/03/2020,CO,47968,44773,252,1844,1503,0,-1,25172
08/04/2020,CO,48394,45177,426,1849,1508,5,-1,25172
08/05/2020,CO,48988,45755,594,1851,1510,2,-1,25172
08/06/2020,CO,49436,46200,448,1852,1511,1,-1,25172
08/07/2020,CO,49893,46656,457,1857,1516,5,-1,25172
08/08/2020,CO,50324,47083,431,1857,1516,0,-1,25172
08/09/2020,CO,50660,47367,336,1858,1517,1,-1,25172
08/10/2020,CO,51039,47651,379,1863,1522,5,-1,25172
08/11/2020,CO,51441,48008,402,1875,1533,12,-1,25172
08/12/2020,CO,51756,48262,315,1875,1533,0,-1,25172
08/13/2020,CO,52129,48677,373,1882,1539,7,-1,25172
08/14/2020,CO,52538,48985,409,1888,1545,6,-1,25172
08/15/2020,CO,52838,49278,300,1896,1552,8,-1,25172
08/16/2020,CO,53176,49611,338,1896,1552,0,-1,25172
08/17/2020,CO,53370,49801,194,1896,1552,0,-1,25172
08/18/2020,CO,53631,50050,261,1899,1555,3,-1,25172
08/19/2020,CO,53901,50313,270,1900,1556,1,-1,25172
08/20/2020,CO,54230,50627,329,1903,1559,3,-1,25172
08/21/2020,CO,54586,50967,356,1910,1566,7,-1,25172
08/22/2020,CO,54883,51258,297,1918,1573,8,-1,25172
08/23/2020,CO,55133,51505,250,1918,1573,0,-1,25172
08/24/2020,CO,55341,51676,208,1919,1574,1,-1,25172
08/25/2020,CO,55800,52074,459,1926,1580,7,-1,25172
08/26/2020,CO,55994,52229,194,1927,1581,1,-1,25172
08/27/2020,CO,56343,52562,349,1931,1585,4,-1,25172
08/28/2020,CO,56773,52958,430,1937,1591,6,-1,25172
08/29/2020,CO,57041,53209,268,1944,1596,7,-1,25172
08/30/2020,CO,57223,53394,182,1944,1596,0,-1,25172
08/31/2020,CO,57424,53579,201,1945,1597,1,-1,25172
09/01/2020,CO,57775,53878,351,1946,1598,1,-1,25452
09/02/2020,CO,58019,54109,244,1952,1604,6,-1,25452
09/03/2020,CO,58287,54367,268,1955,1606,3,-1,25452
09/04/2020,CO,58655,54709,368,1966,1617,11,-1,25452
09/05/2020,CO,58989,54980,334,1971,1622,5,-1,25452
09/06/2020,CO,59274,55256,285,1972,1623,1,-1,25452
09/07/2020,CO,59487,55458,213,1973,1623,1,-1,25452
09/08/2020,CO,59674,55642,187,1973,1623,0,-1,25452
09/09/2020,CO,59920,55866,246,1977,1627,4,-1,25452
09/10/2020,CO,60185,56113,265,1979,1629,2,-1,25452
09/11/2020,CO,60492,56378,307,1985,1634,6,-1,25452
09/12/2020,CO,60907,56704,415,1988,1637,3,-1,25452
09/13/2020,CO,61324,57099,417,1988,1637,0,-1,25452
09/14/2020,CO,61699,57453,375,1990,1639,2,-1,25452
09/15/2020,CO,62099,57805,400,1996,1645,6,-1,25452
09/16/2020,CO,62686,58257,587,2002,1651,6,-1,25452
09/17/2020,CO,63145,58671,459,2006,1655,4,-1,25452
09/18/2020,CO,63750,59236,605,2009,1658,3,-1,25452
09/19/2020,CO,64356,59782,606,2013,1662,4,-1,25452
09/20/2020,CO,64857,60256,501,2014,1663,1,-1,25452
09/21/2020,CO,65399,60792,542,2018,1666,4,-1,25452
09/22/2020,CO,66053,61394,654,2025,1672,7,-1,25452
09/23/2020,CO,66669,61983,616,2030,1676,5,-1,25452
09/24/2020,CO,67217,62520,548,2033,1678,3,-1,25452
09/25/2020,CO,67926,63137,709,2037,1682,4,-1,25452
09/26/2020,CO,68510,63689,584,2040,1684,3,-1,25452
09/27/2020,CO,69079,64237,569,2041,1685,1,-1,25452
09/28/2020,CO,69490,64612,411,2044,1687,3,-1,25452
09/29/2020,CO,70025,65115,535,2046,1689,2,-1,25452
09/30/2020,CO,70536,65578,511,2051,1694,5,-1,25452
10/01/2020,CO,71218,66242,682,2054,1696,3,-1,23665
10/02/2020,CO,71898,66891,680,2057,1696,3,-1,23665
10/03/2020,CO,71898,66891,0,2057,1696,0,-1,23665
10/04/2020,CO,73076,68016,1178,2067,1706,10,-1,23665
10/05/2020,CO,73537,68449,461,2069,1707,2,-1,23665
10/06/2020,CO,74191,69049,654,2081,1718,12,-1,23665
10/07/2020,CO,74922,69748,731,2085,1720,4,-1,23665
10/08/2020,CO,75785,70559,863,2095,1729,10,-1,23665
10/09/2020,CO,76619,71349,834,2103,1736,8,-1,23665
10/10/2020,CO,77642,72316,1023,2112,1744,9,-1,23665
10/11/2020,CO,78461,73116,819,2113,1745,1,-1,23665
10/12/2020,CO,79037,73644,576,2116,1747,3,-1,23665
10/13/2020,CO,80085,74655,1048,2153,1777,37,-1,23665
10/14/2020,CO,80777,75285,692,2160,1781,7,-1,23665
10/15/2020,CO,81918,76377,1141,2162,1783,2,-1,23665
10/16/2020,CO,83230,77557,1312,2172,1792,10,-1,23665
10/17/2020,CO,84369,78569,1139,2176,1796,4,-1,23665
10/18/2020,CO,85302,79492,933,2176,1796,0,-1,23665
10/19/2020,CO,86374,80536,1072,2180,1800,4,-1,23665
10/20/2020,CO,87582,81528,1208,2182,1801,2,-1,23665
10/21/2020,CO,88849,82558,1267,2194,1812,12,-1,23665
10/22/2020,CO,90222,83821,1373,2198,1816,4,-1,23665
10/23/2020,CO,91572,85080,1350,2211,1829,13,-1,23665
10/24/2020,CO,93400,86815,1828,2218,1835,7,-1,23665
10/25/2020,CO,95089,88484,1689,2223,1839,5,-1,23665
10/26/2020,CO,97300,90675,2211,2226,1843,3,-1,23665
10/27/2020,CO,98733,92023,1433,2236,1850,10,-1,23665
10/28/2020,CO,100208,93393,1475,2249,1861,13,-1,23665
10/29/2020,CO,102014,95107,1806,2268,1880,19,-1,23665
10/30/2020,CO,104426,97397,2412,2278,1886,10,-1,23665
10/31/2020,CO,107350,100220,2924,2285,1893,7,-1,23665
11/01/2020,CO,107350,100220,0,2285,1893,0,-1,-1
11/02/2020,CO,112147,104947,4797,2292,1899,7,-1,-1
11/03/2020,CO,114709,107417,2562,2311,1915,19,-1,-1
11/04/2020,CO,117637,110284,2928,2333,1935,22,-1,-1
11/05/2020,CO,121006,113607,3369,2353,1956,20,-1,-1
11/06/2020,CO,124469,116968,3463,2376,1978,23,-1,-1
11/07/2020,CO,127967,120382,3498,2389,1990,13,-1,-1
01/22/2020,FL,0,0,0,0,0,0,33639,141080
01/23/2020,FL,0,0,0,0,0,0,33639,141080
01/24/2020,FL,0,0,0,0,0,0,33639,141080
01/25/2020,FL,0,0,0,0,0,0,33639,141080
01/26/2020,FL,0,0,0,0,0,0,33639,141080
01/27/2020,FL,0,0,0,0,0,0,32725,141080
01/28/2020,FL,0,0,0,0,0,0,32725,141080
01/29/2020,FL,0,0,0,0,0,0,32725,141080
01/30/2020,FL,0,0,0,0,0,0,32725,141080
01/31/2020,FL,0,0,0,0,0,0,32725,141080
02/01/2020,FL,0,0,0,0,0,0,32725,150416
02/02/2020,FL,0,0,0,0,0,0,32725,150416
02/03/2020,FL,0,0,0,0,0,0,32286,150416
02/04/2020,FL,0,0,0,0,0,0,32286,150416
02/05/2020,FL,0,0,0,0,0,0,32286,150416
02/06/2020,FL,0,0,0,0,0,0,32286,150416
02/07/2020,FL,0,0,0,0,0,0,32286,150416
02/08/2020,FL,0,0,0,0,0,0,32286,150416
02/09/2020,FL,0,0,0,0,0,0,32286,150416
02/10/2020,FL,0,0,0,0,0,0,35350,150416
02/11/2020,FL,0,0,0,0,0,0,35350,150416
02/12/2020,FL,0,0,0,0,0,0,35350,150416
02/13/2020,FL,0,0,0,0,0,0,35350,150416
02/14/2020,FL,0,0,0,0,0,0,35350,150416
02/15/2020,FL,0,0,0,0,0,0,35350,150416
02/16/2020,FL,0,0,0,0,0,0,35350,150416
02/17/2020,FL,0,0,0,0,0,0,34246,150416
02/18/2020,FL,0,0,0,0,0,0,34246,150416
02/19/2020,FL,0,0,0,0,0,0,34246,150416
02/20/2020,FL,0,0,0,0,0,0,34246,150416
02/21/2020,FL,0,0,0,0,0,0,34246,150416
02/22/2020,FL,0,0,0,0,0,0,34246,150416
02/23/2020,FL,0,0,0,0,0,0,34246,150416
02/24/2020,FL,0,0,0,0,0,0,32378,150416
02/25/2020,FL,0,0,0,0,0,0,32378,150416
02/26/2020,FL,0,0,0,0,0,0,32378,150416
02/27/2020,FL,0,0,0,0,0,0,32378,150416
02/28/2020,FL,0,0,0,0,0,0,32378,150416
02/29/2020,FL,0,0,0,0,0,0,32378,150416
03/01/2020,FL,0,0,0,0,0,0,32378,111368
03/02/2020,FL,1,0,1,0,0,0,34710,111368
03/03/2020,FL,2,0,1,0,0,0,34710,111368
03/04/2020,FL,2,0,0,0,0,0,34710,111368
03/05/2020,FL,3,0,1,0,0,0,34710,111368
03/06/2020,FL,3,0,0,0,0,0,34710,111368
03/07/2020,FL,6,0,3,0,0,0,34710,111368
03/08/2020,FL,6,0,0,0,0,0,34710,111368
03/09/2020,FL,19,0,13,2,0,2,33532,111368
03/10/2020,FL,19,0,0,2,0,0,33532,111368
03/11/2020,FL,26,0,7,2,0,0,33532,111368
03/12/2020,FL,31,0,5,2,0,0,33532,111368
03/13/2020,FL,31,0,0,2,0,0,33532,111368
03/14/2020,FL,55,0,24,3,0,1,33532,111368
03/15/2020,FL,136,0,81,4,0,1,33532,111368
03/16/2020,FL,142,0,6,5,0,1,30597,111368
03/17/2020,FL,195,0,53,7,0,2,30597,111368
03/18/2020,FL,299,0,104,8,0,1,30597,111368
03/19/2020,FL,393,0,94,9,0,1,30597,111368
03/20/2020,FL,510,0,117,11,0,2,30597,111368
03/21/2020,FL,706,0,196,12,0,1,30597,111368
03/22/2020,FL,937,0,231,13,0,1,30597,111368
03/23/2020,FL,1141,0,204,17,0,4,26032,111368
03/24/2020,FL,1373,0,232,20,0,3,26032,111368
03/25/2020,FL,1861,0,488,23,0,3,26032,111368
03/26/2020,FL,2352,0,491,29,0,6,26032,111368
03/27/2020,FL,3054,0,702,46,0,17,26032,111368
03/28/2020,FL,3877,0,823,56,0,10,26032,111368
03/29/2020,FL,4768,0,891,60,0,4,26032,111368
03/30/2020,FL,5489,0,721,71,0,11,24605,111368
03/31/2020,FL,6490,0,1001,85,0,14,24605,111368
04/01/2020,FL,7495,0,1005,101,0,16,24605,71586
04/02/2020,FL,8694,0,1199,144,0,43,24605,71586
04/03/2020,FL,9925,0,1231,170,0,26,24605,71586
04/04/2020,FL,11173,0,1248,195,0,25,24605,71586
04/05/2020,FL,11961,0,788,221,0,26,24605,71586
04/06/2020,FL,13214,0,1253,254,0,33,23943,71586
04/07/2020,FL,14302,0,1088,296,0,42,23943,71586
04/08/2020,FL,15234,0,932,323,0,27,23943,71586
04/09/2020,FL,16323,0,1089,371,0,48,23943,71586
04/10/2020,FL,17448,0,1125,419,0,48,23943,71586
04/11/2020,FL,18445,0,997,446,0,27,23943,71586
04/12/2020,FL,19337,0,892,461,0,15,23943,71586
04/13/2020,FL,20394,0,1057,499,0,38,24325,71586
04/14/2020,FL,20984,0,590,571,0,72,24325,71586
04/15/2020,FL,21865,0,881,614,0,43,24325,71586
04/16/2020,FL,22674,0,809,668,0,54,24325,71586
04/17/2020,FL,24066,0,1392,726,0,58,24325,71586
04/18/2020,FL,24797,0,731,748,0,22,24325,71586
04/19/2020,FL,25598,0,801,774,0,26,24325,71586
04/20/2020,FL,26329,0,731,823,0,49,20645,71586
04/21/2020,FL,27127,0,798,867,0,44,20645,71586
04/22/2020,FL,27791,0,664,927,0,60,20645,71586
04/23/2020,FL,28843,0,1052,987,0,60,20645,71586
04/24/2020,FL,29707,0,864,1046,0,59,20645,71586
04/25/2020,FL,29996,0,289,1055,0,9,20645,71586
04/26/2020,FL,30680,0,684,1074,0,19,20645,71586
04/27/2020,FL,31290,0,610,1088,0,14,23212,71586
04/28/2020,FL,31986,0,696,1171,0,83,23212,71586
04/29/2020,FL,32318,0,332,1218,0,47,23212,71586
04/30/2020,FL,33690,0,1372,1268,0,50,23212,71586
05/01/2020,FL,34728,0,1038,1314,0,46,23212,84000
05/02/2020,FL,35463,0,735,1364,0,50,23212,84000
05/03/2020,FL,35969,0,506,1399,0,35,23212,84000
05/04/2020,FL,36897,0,928,1399,0,0,23217,84000
05/05/2020,FL,37439,0,542,1471,0,72,23217,84000
05/06/2020,FL,38002,0,563,1539,0,68,23217,84000
05/07/2020,FL,38828,0,826,1600,0,61,23217,84000
05/08/2020,FL,39199,0,371,1669,0,69,23217,84000
05/09/2020,FL,40001,0,802,1715,0,46,23217,84000
05/10/2020,FL,39888,0,-113,1735,0,20,23217,84000
05/11/2020,FL,40982,0,1094,1735,0,0,24575,84000
05/12/2020,FL,41923,0,941,1779,0,44,24575,84000
05/13/2020,FL,42402,0,479,1827,0,48,24575,84000
05/14/2020,FL,43210,0,808,1875,0,48,24575,84000
05/15/2020,FL,42940,0,-270,1917,0,42,24575,84000
05/16/2020,FL,44811,0,1871,1964,0,47,24575,84000
05/17/2020,FL,45588,0,777,1973,0,9,24575,84000
05/18/2020,FL,46442,0,854,1997,0,24,24374,84000
05/19/2020,FL,46944,0,502,2052,0,55,24374,84000
05/20/2020,FL,47471,0,527,2096,0,44,24374,84000
05/21/2020,FL,48675,0,1204,2144,0,48,24374,84000
05/22/2020,FL,49451,0,776,2190,0,46,24374,84000
05/23/2020,FL,50127,0,676,2233,0,43,24374,84000
05/24/2020,FL,50867,0,740,2237,0,4,24374,84000
05/25/2020,FL,51746,0,879,2252,0,15,24801,84000
05/26/2020,FL,52255,0,509,2259,0,7,24801,84000
05/27/2020,FL,52634,0,379,2319,0,60,24801,84000
05/28/2020,FL,51918,0,-716,2364,0,45,24801,84000
05/29/2020,FL,53114,0,1196,2413,0,49,24801,84000
05/30/2020,FL,54029,0,915,2447,0,34,24801,84000
05/31/2020,FL,54764,0,735,2451,0,4,24801,84000
06/01/2020,FL,55415,0,651,2460,0,9,28342,96217
06/02/2020,FL,56001,0,586,2530,0,70,28342,96217
06/03/2020,FL,57293,0,1292,2566,0,36,28342,96217
06/04/2020,FL,58701,0,1408,2607,0,41,28342,96217
06/05/2020,FL,59993,0,1292,2660,0,53,28342,96217
06/06/2020,FL,61246,0,1253,2688,0,28,28342,96217
06/07/2020,FL,62416,0,1170,2700,0,12,28342,96217
06/08/2020,FL,63378,0,962,2712,0,12,30088,96217
06/09/2020,FL,64448,0,1070,2765,0,53,30088,96217
06/10/2020,FL,65779,0,1331,2801,0,36,30088,96217
06/11/2020,FL,67456,0,1677,2848,0,47,30088,96217
06/12/2020,FL,69341,0,1885,2877,0,29,30088,96217
06/13/2020,FL,71589,0,2248,2925,0,48,30088,96217
06/14/2020,FL,73650,0,2061,2931,0,6,30088,96217
06/15/2020,FL,75388,0,1738,2938,0,7,-1,96217
06/16/2020,FL,78128,0,2740,2993,0,55,-1,96217
06/17/2020,FL,80676,0,2548,3018,0,25,-1,96217
06/18/2020,FL,83854,0,3178,3061,0,43,-1,96217
06/19/2020,FL,87643,0,3789,3104,0,43,-1,96217
06/20/2020,FL,91670,0,4027,3144,0,40,-1,96217
06/21/2020,FL,95139,0,3469,3161,0,17,-1,96217
06/22/2020,FL,98047,0,2908,3173,0,12,-1,96217
06/23/2020,FL,101303,0,3256,3238,0,65,-1,96217
06/24/2020,FL,106743,0,5440,3281,0,43,-1,96217
06/25/2020,FL,111724,0,4981,3327,0,46,-1,96217
06/26/2020,FL,120574,0,8850,3366,0,39,-1,96217
06/27/2020,FL,130092,0,9518,3390,0,24,-1,96217
06/28/2020,FL,138567,0,8475,3419,0,29,-1,96217
06/29/2020,FL,143805,0,5238,3447,0,28,-1,96217
06/30/2020,FL,149781,0,5976,3505,0,58,-1,96217
07/01/2020,FL,156288,0,6507,3550,0,45,-1,95148
07/02/2020,FL,166303,0,10015,3617,0,67,-1,95148
07/03/2020,FL,175718,0,9415,3684,0,67,-1,95148
07/04/2020,FL,187090,0,11372,3702,0,18,-1,95148
07/05/2020,FL,197076,0,9986,3731,0,29,-1,95148
07/06/2020,FL,203376,0,6300,3778,0,47,-1,95148
07/07/2020,FL,210594,0,7218,3841,0,63,-1,95148
07/08/2020,FL,220476,0,9882,3953,0,112,-1,95148
