Date,State,Total_cases,Confirmed_cases,New_cases,Total_deaths,Confirmed_death,New_deaths,State_resident_number,State_visitor_number
07/30/2020,WA,55803,0,808,1564,0,10,-1,21254
07/31/2020,WA,55803,0,0,1564,0,0,-1,21254
08/01/2020,WA,57541,0,1738,1592,0,28,-1,22917
08/02/2020,WA,58172,0,631,1596,0,4,-1,22917
08/03/2020,WA,58715,0,543,1600,0,4,-1,22917
08/04/2020,WA,59379,0,664,1619,0,19,-1,22917
08/05/2020,WA,60084,0,705,1624,0,5,-1,22917
08/06/2020,WA,60917,0,833,1653,0,29,-1,22917
08/07/2020,WA,61587,0,670,1672,0,19,-1,22917
08/08/2020,WA,62523,0,936,1688,0,16,-1,22917
08/09/2020,WA,63072,0,549,1688,0,0,-1,22917
08/10/2020,WA,63647,0,575,1697,0,9,-1,22917
08/11/2020,WA,64151,0,504,1716,0,19,-1,22917
08/12/2020,WA,64702,0,551,1724,0,8,-1,22917
08/13/2020,WA,65339,0,637,1736,0,12,-1,22917
08/14/2020,WA,66139,0,800,1755,0,19,-1,22917
08/15/2020,WA,66885,0,746,1766,0,11,-1,22917
08/16/2020,WA,67461,0,576,1781,0,15,-1,22917
08/17/2020,WA,67721,0,260,1785,0,4,-1,22917
08/18/2020,WA,68264,0,543,1809,0,24,-1,22917
08/19/2020,WA,68689,0,425,1822,0,13,-1,22917
08/20/2020,WA,69389,0,700,1837,0,15,-1,22917
08/21/2020,WA,69779,0,390,1850,0,13,-1,22917
08/22/2020,WA,70595,0,816,1857,0,7,-1,22917
08/23/2020,WA,71012,0,417,1863,0,6,-1,22917
08/24/2020,WA,71371,0,359,1867,0,4,-1,22917
08/25/2020,WA,71705,0,334,1876,0,9,-1,22917
08/26/2020,WA,72161,0,456,1880,0,4,-1,22917
08/27/2020,WA,72703,0,542,1890,0,10,-1,22917
08/28/2020,WA,73301,0,598,1905,0,15,-1,22917
08/29/2020,WA,73879,0,578,1905,0,0,-1,22917
08/30/2020,WA,74320,0,441,1905,0,0,-1,22917
08/31/2020,WA,74635,0,315,1915,0,10,-1,22917
09/01/2020,WA,74939,0,304,1931,0,16,-1,23191
09/02/2020,WA,75377,0,438,1935,0,4,-1,23191
09/03/2020,WA,75856,0,479,1945,0,10,-1,23191
09/04/2020,WA,76335,0,479,1953,0,8,-1,23191
09/05/2020,WA,76836,0,501,1953,0,0,-1,23191
09/06/2020,WA,77235,0,399,1953,0,0,-1,23191
09/07/2020,WA,77545,0,310,1953,0,0,-1,23191
09/08/2020,WA,77545,0,0,1953,0,0,-1,23191
09/09/2020,WA,78009,0,464,1978,0,25,-1,23191
09/10/2020,WA,78467,0,458,1985,0,7,-1,23191
09/11/2020,WA,79011,0,544,1991,0,6,-1,23191
09/12/2020,WA,79476,0,465,1991,0,0,-1,23191
09/13/2020,WA,79826,0,350,1991,0,0,-1,23191
09/14/2020,WA,80138,0,312,2006,0,15,-1,23191
09/15/2020,WA,80465,0,327,2015,0,9,-1,23191
09/16/2020,WA,80812,0,347,2020,0,5,-1,23191
09/17/2020,WA,81198,0,386,2031,0,11,-1,23191
09/18/2020,WA,81602,0,404,2037,0,6,-1,23191
09/19/2020,WA,82199,0,597,2037,0,0,-1,23191
09/20/2020,WA,82548,0,349,2037,0,0,-1,23191
09/21/2020,WA,82848,0,300,2055,0,18,-1,23191
09/22/2020,WA,83193,0,345,2070,0,15,-1,23191
09/23/2020,WA,83702,0,509,2081,0,11,-1,23191
09/24/2020,WA,84238,0,536,2080,0,-1,-1,23191
09/25/2020,WA,85226,0,988,2100,0,20,-1,23191
09/26/2020,WA,85830,0,604,2100,0,0,-1,23191
09/27/2020,WA,86269,0,439,2100,0,0,-1,23191
09/28/2020,WA,86638,0,369,2100,0,0,-1,23191
09/29/2020,WA,87042,0,404,2124,0,24,-1,23191
09/30/2020,WA,87522,0,480,2126,0,2,-1,23191
10/01/2020,WA,88116,0,594,2132,0,6,-1,21718
10/02/2020,WA,88810,0,694,2143,0,11,-1,21718
10/03/2020,WA,89419,0,609,2142,0,-1,-1,21718
10/04/2020,WA,89874,0,455,2142,0,0,-1,21718
10/05/2020,WA,90276,0,402,2158,0,16,-1,21718
10/06/2020,WA,90663,0,387,2165,0,7,-1,21718
10/07/2020,WA,91208,0,545,2177,0,12,-1,21718
10/08/2020,WA,91918,0,710,2183,0,6,-1,21718
10/09/2020,WA,92560,0,642,2190,0,7,-1,21718
10/10/2020,WA,93035,0,475,2190,0,0,-1,21718
10/11/2020,WA,93862,0,827,2190,0,0,-1,21718
10/12/2020,WA,93862,0,0,2190,0,0,-1,21718
10/13/2020,WA,94775,0,913,2211,0,21,-1,21718
10/14/2020,WA,95509,0,734,2221,0,10,-1,21718
10/15/2020,WA,96185,0,676,2232,0,11,-1,21718
10/16/2020,WA,96894,0,709,2239,0,7,-1,21718
10/17/2020,WA,97671,0,777,2239,0,0,-1,21718
10/18/2020,WA,98201,0,530,2239,0,0,-1,21718
10/19/2020,WA,98661,0,460,2258,0,19,-1,21718
10/20/2020,WA,99150,0,489,2282,0,24,-1,21718
10/21/2020,WA,99874,0,724,2286,0,4,-1,21718
10/22/2020,WA,100525,0,651,2289,0,3,-1,21718
10/23/2020,WA,101345,0,820,2296,0,7,-1,21718
10/24/2020,WA,102264,0,919,2296,0,0,-1,21718
10/25/2020,WA,102913,0,649,2296,0,0,-1,21718
10/26/2020,WA,103500,0,587,2321,0,25,-1,21718
10/27/2020,WA,104027,0,527,2337,0,16,-1,21718
10/28/2020,WA,104743,0,716,2353,0,16,-1,21718
10/29/2020,WA,105557,0,814,2359,0,6,-1,21718
10/30/2020,WA,106573,0,1016,2366,0,7,-1,21718
10/31/2020,WA,107501,0,928,2366,0,0,-1,21718
11/01/2020,WA,108315,0,814,2366,0,0,-1,-1
11/02/2020,WA,109354,0,1039,2378,0,12,-1,-1
11/03/2020,WA,110011,0,657,2400,0,22,-1,-1
11/04/2020,WA,111480,0,1469,2416,0,16,-1,-1
11/05/2020,WA,112550,0,1070,2431,0,15,-1,-1
11/06/2020,WA,114241,0,1691,2439,0,8,-1,-1
11/07/2020,WA,116011,0,1770,2439,0,0,-1,-1
01/22/2020,RMI,0,0,0,0,0,0,-1,-1
01/23/2020,RMI,0,0,0,0,0,0,-1,-1
01/24/2020,RMI,0,0,0,0,0,0,-1,-1
01/25/2020,RMI,0,0,0,0,0,0,-1,-1
01/26/2020,RMI,0,0,0,0,0,0,-1,-1
01/27/2020,RMI,0,0,0,0,0,0,-1,-1
01/28/2020,RMI,0,0,0,0,0,0,-1,-1
01/29/2020,RMI,0,0,0,0,0,0,-1,-1
01/30/2020,RMI,0,0,0,0,0,0,-1,-1
01/31/2020,RMI,0,0,0,0,0,0,-1,-1
02/01/2020,RMI,0,0,0,0,0,0,-1,-1
02/02/2020,RMI,0,0,0,0,0,0,-1,-1
02/03/2020,RMI,0,0,0,0,0,0,-1,-1
02/04/2020,RMI,0,0,0,0,0,0,-1,-1
02/05/2020,RMI,0,0,0,0,0,0,-1,-1
02/06/2020,RMI,0,0,0,0,0,0,-1,-1
02/07/2020,RMI,0,0,0,0,0,0,-1,-1
02/08/2020,RMI,0,0,0,0,0,0,-1,-1
02/09/2020,RMI,0,0,0,0,0,0,-1,-1
02/10/2020,RMI,0,0,0,0,0,0,-1,-1
02/11/2020,RMI,0,0,0,0,0,0,-1,-1
02/12/2020,RMI,0,0,0,0,0,0,-1,-1
02/13/2020,RMI,0,0,0,0,0,0,-1,-1
02/14/2020,RMI,0,0,0,0,0,0,-1,-1
02/15/2020,RMI,0,0,0,0,0,0,-1,-1
02/16/2020,RMI,0,0,0,0,0,0,-1,-1
02/17/2020,RMI,0,0,0,0,0,0,-1,-1
02/18/2020,RMI,0,0,0,0,0,0,-1,-1
02/19/2020,RMI,0,0,0,0,0,0,-1,-1
02/20/2020,RMI,0,0,0,0,0,0,-1,-1
02/21/2020,RMI,0,0,0,0,0,0,-1,-1
02/22/2020,RMI,0,0,0,0,0,0,-1,-1
02/23/2020,RMI,0,0,0,0,0,0,-1,-1
02/24/2020,RMI,0,0,0,0,0,0,-1,-1
02/25/2020,RMI,0,0,0,0,0,0,-1,-1
02/26/2020,RMI,0,0,0,0,0,0,-1,-1
02/27/2020,RMI,0,0,0,0,0,0,-1,-1
02/28/2020,RMI,0,0,0,0,0,0,-1,-1
02/29/2020,RMI,0,0,0,0,0,0,-1,-1
03/01/2020,RMI,0,0,0,0,0,0,-1,-1
03/02/2020,RMI,0,0,0,0,0,0,-1,-1
03/03/2020,RMI,0,0,0,0,0,0,-1,-1
03/04/2020,RMI,0,0,0,0,0,0,-1,-1
03/05/2020,RMI,0,0,0,0,0,0,-1,-1
03/06/2020,RMI,0,0,0,0,0,0,-1,-1
03/07/2020,RMI,0,0,0,0,0,0,-1,-1
03/08/2020,RMI,0,0,0,0,0,0,-1,-1
03/09/2020,RMI,0,0,0,0,0,0,-1,-1
03/10/2020,RMI,0,0,0,0,0,0,-1,-1
03/11/2020,RMI,0,0,0,0,0,0,-1,-1
03/12/2020,RMI,0,0,0,0,0,0,-1,-1
03/13/2020,RMI,0,0,0,0,0,0,-1,-1
03/14/2020,RMI,0,0,0,0,0,0,-1,-1
03/15/2020,RMI,0,0,0,0,0,0,-1,-1
03/16/2020,RMI,0,0,0,0,0,0,-1,-1
03/17/2020,RMI,0,0,0,0,0,0,-1,-1
03/18/2020,RMI,0,0,0,0,0,0,-1,-1
03/19/2020,RMI,0,0,0,0,0,0,-1,-1
03/20/2020,RMI,0,0,0,0,0,0,-1,-1
03/21/2020,RMI,0,0,0,0,0,0,-1,-1
03/22/2020,RMI,0,0,0,0,0,0,-1,-1
03/23/2020,RMI,0,0,0,0,0,0,-1,-1
03/24/2020,RMI,0,0,0,0,0,0,-1,-1
03/25/2020,RMI,0,0,0,0,0,0,-1,-1
03/26/2020,RMI,0,0,0,0,0,0,-1,-1
03/27/2020,RMI,0,0,0,0,0,0,-1,-1
03/28/2020,RMI,0,0,0,0,0,0,-1,-1
03/29/2020,RMI,0,0,0,0,0,0,-1,-1
03/30/2020,RMI,0,0,0,0,0,0,-1,-1
03/31/2020,RMI,0,0,0,0,0,0,-1,-1
04/01/2020,RMI,0,0,0,0,0,0,-1,-1
04/02/2020,RMI,0,0,0,0,0,0,-1,-1
04/03/2020,RMI,0,0,0,0,0,0,-1,-1
04/04/2020,RMI,0,0,0,0,0,0,-1,-1
04/05/2020,RMI,0,0,0,0,0,0,-1,-1
04/06/2020,RMI,0,0,0,0,0,0,-1,-1
04/07/2020,RMI,0,0,0,0,0,0,-1,-1
04/08/2020,RMI,0,0,0,0,0,0,-1,-1
04/09/2020,RMI,0,0,0,0,0,0,-1,-1
04/10/2020,RMI,0,0,0,0,0,0,-1,-1
04/11/2020,RMI,0,0,0,0,0,0,-1,-1
04/12/2020,RMI,0,0,0,0,0,0,-1,-1
04/13/2020,RMI,0,0,0,0,0,0,-1,-1
04/14/2020,RMI,0,0,0,0,0,0,-1,-1
04/15/2020,RMI,0,0,0,0,0,0,-1,-1
04/16/2020,RMI,0,0,0,0,0,0,-1,-1
04/17/2020,RMI,0,0,0,0,0,0,-1,-1
04/18/2020,RMI,0,0,0,0,0,0,-1,-1
04/19/2020,RMI,0,0,0,0,0,0,-1,-1
04/20/2020,RMI,0,0,0,0,0,0,-1,-1
04/21/2020,RMI,0,0,0,0,0,0,-1,-1
04/22/2020,RMI,0,0,0,0,0,0,-1,-1
04/23/2020,RMI,0,0,0,0,0,0,-1,-1
04/24/2020,RMI,0,0,0,0,0,0,-1,-1
04/25/2020,RMI,0,0,0,0,0,0,-1,-1
04/26/2020,RMI,0,0,0,0,0,0,-1,-1
04/27/2020,RMI,0,0,0,0,0,0,-1,-1
04/28/2020,RMI,0,0,0,0,0,0,-1,-1
04/29/2020,RMI,0,0,0,0,0,0,-1,-1
04/30/2020,RMI,0,0,0,0,0,0,-1,-1
05/01/2020,RMI,0,0,0,0,0,0,-1,-1
05/02/2020,RMI,0,0,0,0,0,0,-1,-1
05/03/2020,RMI,0,0,0,0,0,0,-1,-1
05/04/2020,RMI,0,0,0,0,0,0,-1,-1
05/05/2020,RMI,0,0,0,0,0,0,-1,-1
05/06/2020,RMI,0,0,0,0,0,0,-1,-1
05/07/2020,RMI,0,0,0,0,0,0,-1,-1
05/08/2020,RMI,0,0,0,0,0,0,-1,-1
05/09/2020,RMI,0,0,0,0,0,0,-1,-1
05/10/2020,RMI,0,0,0,0,0,0,-1,-1
05/11/2020,RMI,0,0,0,0,0,0,-1,-1
05/12/2020,RMI,0,0,0,0,0,0,-1,-1
05/13/2020,RMI,0,0,0,0,0,0,-1,-1
05/14/2020,RMI,0,0,0,0,0,0,-1,-1
05/15/2020,RMI,0,0,0,0,0,0,-1,-1
05/16/2020,RMI,0,0,0,0,0,0,-1,-1
05/17/2020,RMI,0,0,0,0,0,0,-1,-1
05/18/2020,RMI,0,0,0,0,0,0,-1,-1
05/19/2020,RMI,0,0,0,0,0,0,-1,-1
05/20/2020,RMI,0,0,0,0,0,0,-1,-1
05/21/2020,RMI,0,0,0,0,0,0,-1,-1
05/22/2020,RMI,0,0,0,0,0,0,-1,-1
05/23/2020,RMI,0,0,0,0,0,0,-1,-1
05/24/2020,RMI,0,0,0,0,0,0,-1,-1
05/25/2020,RMI,0,0,0,0,0,0,-1,-1
05/26/2020,RMI,0,0,0,0,0,0,-1,-1
05/27/2020,RMI,0,0,0,0,0,0,-1,-1
05/28/2020,RMI,0,0,0,0,0,0,-1,-1
05/29/2020,RMI,0,0,0,0,0,0,-1,-1
05/30/2020,RMI,0,0,0,0,0,0,-1,-1
05/31/2020,RMI,0,0,0,0,0,0,-1,-1
06/01/2020,RMI,0,0,0,0,0,0,-1,-1
06/02/2020,RMI,0,0,0,0,0,0,-1,-1
06/03/2020,RMI,0,0,0,0,0,0,-1,-1
06/04/2020,RMI,0,0,0,0,0,0,-1,-1
06/05/2020,RMI,0,0,0,0,0,0,-1,-1
06/06/2020,RMI,0,0,0,0,0,0,-1,-1
06/07/2020,RMI,0,0,0,0,0,0,-1,-1
06/08/2020,RMI,0,0,0,0,0,0,-1,-1
06/09/2020,RMI,0,0,0,0,0,0,-1,-1
06/10/2020,RMI,0,0,0,0,0,0,-1,-1
06/11/2020,RMI,0,0,0,0,0,0,-1,-1
06/12/2020,RMI,0,0,0,0,0,0,-1,-1
06/13/2020,RMI,0,0,0,0,0,0,-1,-1
06/14/2020,RMI,0,0,0,0,0,0,-1,-1
06/15/2020,RMI,0,0,0,0,0,0,-1,-1
06/16/2020,RMI,0,0,0,0,0,0,-1,-1
06/17/2020,RMI,0,0,0,0,0,0,-1,-1
06/18/2020,RMI,0,0,0,0,0,0,-1,-1
06/19/2020,RMI,0,0,0,0,0,0,-1,-1
06/20/2020,RMI,0,0,0,0,0,0,-1,-1
06/21/2020,RMI,0,0,0,0,0,0,-1,-1
06/22/2020,RMI,0,0,0,0,0,0,-1,-1
06/23/2020,RMI,0,0,0,0,0,0,-1,-1
06/24/2020,RMI,0,0,0,0,0,0,-1,-1
06/25/2020,RMI,0,0,0,0,0,0,-1,-1
06/26/2020,RMI,0,0,0,0,0,0,-1,-1
06/27/2020,RMI,0,0,0,0,0,0,-1,-1
06/28/2020,RMI,0,0,0,0,0,0,-1,-1
06/29/2020,RMI,0,0,0,0,0,0,-1,-1
06/30/2020,RMI,0,0,0,0,0,0,-1,-1
07/01/2020,RMI,0,0,0,0,0,0,-1,-1
07/02/2020,RMI,0,0,0,0,0,0,-1,-1
07/03/2020,RMI,0,0,0,0,0,0,-1,-1
07/04/2020,RMI,0,0,0,0,0,0,-1,-1
07/05/2020,RMI,0,0,0,0,0,0,-1,-1
07/06/2020,RMI,0,0,0,0,0,0,-1,-1
07/07/2020,RMI,0,0,0,0,0,0,-1,-1
07/08/2020,RMI,0,0,0,0,0,0,-1,-1
07/09/2020,RMI,0,0,0,0,0,0,-1,-1
07/10/2020,RMI,0,0,0,0,0,0,-1,-1
07/11/2020,RMI,0,0,0,0,0,0,-1,-1
07/12/2020,RMI,0,0,0,0,0,0,-1,-1
07/13/2020,RMI,0,0,0,0,0,0,-1,-1
07/14/2020,RMI,0,0,0,0,0,0,-1,-1
07/15/2020,RMI,0,0,0,0,0,0,-1,-1
07/16/2020,RMI,0,0,0,0,0,0,-1,-1
07/17/2020,RMI,0,0,0,0,0,0,-1,-1
07/18/2020,RMI,0,0,0,0,0,0,-1,-1
07/19/2020,RMI,0,0,0,0,0,0,-1,-1
07/20/2020,RMI,0,0,0,0,0,0,-1,-1
07/21/2020,RMI,0,0,0,0,0,0,-1,-1
07/22/2020,RMI,0,0,0,0,0,0,-1,-1
07/23/2020,RMI,0,0,0,0,0,0,-1,-1
07/24/2020,RMI,0,0,0,0,0,0,-1,-1
07/25/2020,RMI,0,0,0,0,0,0,-1,-1
07/26/2020,RMI,0,0,0,0,0,0,-1,-1
07/27/2020,RMI,0,0,0,0,0,0,-1,-1
07/28/2020,RMI,0,0,0,0,0,0,-1,-1
07/29/2020,RMI,0,0,0,0,0,0,-1,-1
07/30/2020,RMI,0,0,0,0,0,0,-1,-1
07/31/2020,RMI,0,0,0,0,0,0,-1,-1
08/01/2020,RMI,0,0,0,0,0,0,-1,-1
08/02/2020,RMI,0,0,0,0,0,0,-1,-1
08/03/2020,RMI,0,0,0,0,0,0,-1,-1
08/04/2020,RMI,0,0,0,0,0,0,-1,-1
08/05/2020,RMI,0,0,0,0,0,0,-1,-1
08/06/2020,RMI,0,0,0,0,0,0,-1,-1
08/07/2020,RMI,0,0,0,0,0,0,-1,-1
08/08/2020,RMI,0,0,0,0,0,0,-1,-1
08/09/2020,RMI,0,0,0,0,0,0,-1,-1
08/10/2020,RMI,0,0,0,0,0,0,-1,-1
08/11/2020,RMI,0,0,0,0,0,0,-1,-1
08/12/2020,RMI,0,0,0,0,0,0,-1,-1
08/13/2020,RMI,0,0,0,0,0,0,-1,-1
08/14/2020,RMI,0,0,0,0,0,0,-1,-1
08/15/2020,RMI,0,0,0,0,0,0,-1,-1
08/16/2020,RMI,0,0,0,0,0,0,-1,-1
08/17/2020,RMI,0,0,0,0,0,0,-1,-1
08/18/2020,RMI,0,0,0,0,0,0,-1,-1
08/19/2020,RMI,0,0,0,0,0,0,-1,-1
08/20/2020,RMI,0,0,0,0,0,0,-1,-1
08/21/2020,RMI,0,0,0,0,0,0,-1,-1
08/22/2020,RMI,0,0,0,0,0,0,-1,-1
08/23/2020,RMI,0,0,0,0,0,0,-1,-1
08/24/2020,RMI,0,0,0,0,0,0,-1,-1
08/25/2020,RMI,0,0,0,0,0,0,-1,-1
08/26/2020,RMI,0,0,0,0,0,0,-1,-1
08/27/2020,RMI,0,0,0,0,0,0,-1,-1
08/28/2020,RMI,0,0,0,0,0,0,-1,-1
08/29/2020,RMI,0,0,0,0,0,0,-1,-1
08/30/2020,RMI,0,0,0,0,0,0,-1,-1
08/31/2020,RMI,0,0,0,0,0,0,-1,-1
09/01/2020,RMI,0,0,0,0,0,0,-1,-1
09/02/2020,RMI,0,0,0,0,0,0,-1,-1
09/03/2020,RMI,0,0,0,0,0,0,-1,-1
09/04/2020,RMI,0,0,0,0,0,0,-1,-1
09/05/2020,RMI,0,0,0,0,0,0,-1,-1
09/06/2020,RMI,0,0,0,0,0,0,-1,-1
09/07/2020,RMI,0,0,0,0,0,0,-1,-1
09/08/2020,RMI,0,0,0,0,0,0,-1,-1
09/09/2020,RMI,0,0,0,0,0,0,-1,-1
09/10/2020,RMI,0,0,0,0,0,0,-1,-1
09/11/2020,RMI,0,0,0,0,0,0,-1,-1
09/12/2020,RMI,0,0,0,0,0,0,-1,-1
09/13/2020,RMI,0,0,0,0,0,0,-1,-1
09/14/2020,RMI,0,0,0,0,0,0,-1,-1
09/15/2020,RMI,0,0,0,0,0,0,-1,-1
09/16/2020,RMI,0,0,0,0,0,0,-1,-1
09/17/2020,RMI,0,0,0,0,0,0,-1,-1
09/18/2020,RMI,0,0,0,0,0,0,-1,-1
09/19/2020,RMI,0,0,0,0,0,0,-1,-1
09/20/2020,RMI,0,0,0,0,0,0,-1,-1
09/21/2020,RMI,0,0,0,0,0,0,-1,-1
09/22/2020,RMI,0,0,0,0,0,0,-1,-1
09/23/2020,RMI,0,0,0,0,0,0,-1,-1
09/24/2020,RMI,0,0,0,0,0,0,-1,-1
09/25/2020,RMI,0,0,0,0,0,0,-1,-1
09/26/2020,RMI,0,0,0,0,0,0,-1,-1
09/27/2020,RMI,0,0,0,0,0,0,-1,-1
09/28/2020,RMI,0,0,0,0,0,0,-1,-1
09/29/2020,RMI,0,0,0,0,0,0,-1,-1
09/30/2020,RMI,0,0,0,0,0,0,-1,-1
10/01/2020,RMI,0,0,0,0,0,0,-1,-1
10/02/2020,RMI,0,0,0,0,0,0,-1,-1
10/03/2020,RMI,0,0,0,0,0,0,-1,-1
10/04/2020,RMI,0,0,0,0,0,0,-1,-1
10/05/2020,RMI,0,0,0,0,0,0,-1,-1
10/06/2020,RMI,0,0,0,0,0,0,-1,-1
10/07/2020,RMI,0,0,0,0,0,0,-1,-1
10/08/2020,RMI,0,0,0,0,0,0,-1,-1
10/09/2020,RMI,0,0,0,0,0,0,-1,-1
10/10/2020,RMI,0,0,0,0,0,0,-1,-1
10/11/2020,RMI,0,0,0,0,0,0,-1,-1
10/12/2020,RMI,0,0,0,0,0,0,-1,-1
10/13/2020,RMI,0,0,0,0,0,0,-1,-1
10/14/2020,RMI,0,0,0,0,0,0,-1,-1
10/15/2020,RMI,0,0,0,0,0,0,-1,-1
10/16/2020,RMI,0,0,0,0,0,0,-1,-1
10/17/2020,RMI,0,0,0,0,0,0,-1,-1
10/18/2020,RMI,0,0,0,0,0,0,-1,-1
10/19/2020,RMI,0,0,0,0,0,0,-1,-1
10/20/2020,RMI,0,0,0,0,0,0,-1,-1
10/21/2020,RMI,0,0,0,0,0,0,-1,-1
10/22/2020,RMI,0,0,0,0,0,0,-1,-1
10/23/2020,RMI,0,0,0,0,0,0,-1,-1
10/24/2020,RMI,0,0,0,0,0,0,-1,-1
10/25/2020,RMI,0,0,0,0,0,0,-1,-1
10/26/2020,RMI,0,0,0,0,0,0,-1,-1
10/27/2020,RMI,0,0,0,0,0,0,-1,-1
10/28/2020,RMI,2,2,2,0,0,0,-1,-1
10/29/2020,RMI,2,2,0,0,0,0,-1,-1
10/30/2020,RMI,2,2,0,0,0,0,-1,-1
10/31/2020,RMI,2,2,0,0,0,0,-1,-1
11/01/2020,RMI,1,1,-1,0,0,0,-1,-1
11/02/2020,RMI,1,1,0,0,0,0,-1,-1
11/03/2020,RMI,1,1,0,0,0,0,-1,-1
11/04/2020,RMI,1,1,0,0,0,0,-1,-1
11/05/2020,RMI,1,1,0,0,0,0,-1,-1
11/06/2020,RMI,1,1,0,0,0,0,-1,-1
11/07/2020,RMI,1,1,0,0,0,0,-1,-1
01/22/2020,TN,0,0,0,0,0,0,33639,48273
01/23/2020,TN,0,0,0,0,0,0,33639,48273
01/24/2020,TN,0,0,0,0,0,0,33639,48273
01/25/2020,TN,0,0,0,0,0,0,33639,48273
01/26/2020,TN,0,0,0,0,0,0,33639,48273
01/27/2020,TN,0,0,0,0,0,0,32725,48273
01/28/2020,TN,0,0,0,0,0,0,32725,48273
01/29/2020,TN,0,0,0,0,0,0,32725,48273
01/30/2020,TN,0,0,0,0,0,0,32725,48273
01/31/2020,TN,0,0,0,0,0,0,32725,48273
02/01/2020,TN,0,0,0,0,0,0,32725,49738
02/02/2020,TN,0,0,0,0,0,0,32725,49738
02/03/2020,TN,0,0,0,0,0,0,32286,49738
02/04/2020,TN,0,0,0,0,0,0,32286,49738
02/05/2020,TN,0,0,0,0,0,0,32286,49738
02/06/2020,TN,0,0,0,0,0,0,32286,49738
02/07/2020,TN,0,0,0,0,0,0,32286,49738
02/08/2020,TN,0,0,0,0,0,0,32286,49738
02/09/2020,TN,0,0,0,0,0,0,32286,49738
02/10/2020,TN,0,0,0,0,0,0,35350,49738
02/11/2020,TN,0,0,0,0,0,0,35350,49738
02/12/2020,TN,0,0,0,0,0,0,35350,49738
02/13/2020,TN,0,0,0,0,0,0,35350,49738
02/14/2020,TN,0,0,0,0,0,0,35350,49738
02/15/2020,TN,0,0,0,0,0,0,35350,49738
02/16/2020,TN,0,0,0,0,0,0,35350,49738
02/17/2020,TN,0,0,0,0,0,0,34246,49738
02/18/2020,TN,0,0,0,0,0,0,34246,49738
02/19/2020,TN,0,0,0,0,0,0,34246,49738
02/20/2020,TN,0,0,0,0,0,0,34246,49738
02/21/2020,TN,0,0,0,0,0,0,34246,49738
02/22/2020,TN,0,0,0,0,0,0,34246,49738
02/23/2020,TN,0,0,0,0,0,0,34246,49738
02/24/2020,TN,0,0,0,0,0,0,32378,49738
02/25/2020,TN,0,0,0,0,0,0,32378,49738
02/26/2020,TN,0,0,0,0,0,0,32378,49738
02/27/2020,TN,0,0,0,0,0,0,32378,49738
02/28/2020,TN,0,0,0,0,0,0,32378,49738
02/29/2020,TN,0,0,0,0,0,0,32378,49738
03/01/2020,TN,0,0,0,0,0,0,32378,39905
03/02/2020,TN,0,0,0,0,0,0,34710,39905
03/03/2020,TN,0,0,0,0,0,0,34710,39905
03/04/2020,TN,0,0,0,0,0,0,34710,39905
03/05/2020,TN,1,0,1,0,0,0,34710,39905
03/06/2020,TN,1,0,0,0,0,0,34710,39905
03/07/2020,TN,1,0,0,0,0,0,34710,39905
03/08/2020,TN,1,0,0,0,0,0,34710,39905
03/09/2020,TN,1,0,0,0,0,0,33532,39905
03/10/2020,TN,7,0,6,0,0,0,33532,39905
03/11/2020,TN,9,0,2,0,0,0,33532,39905
03/12/2020,TN,18,0,9,0,0,0,33532,39905
03/13/2020,TN,26,0,8,0,0,0,33532,39905
03/14/2020,TN,26,0,0,0,0,0,33532,39905
03/15/2020,TN,39,0,13,0,0,0,33532,39905
03/16/2020,TN,52,0,13,0,0,0,30597,39905
03/17/2020,TN,73,0,21,0,0,0,30597,39905
03/18/2020,TN,98,0,25,0,0,0,30597,39905
03/19/2020,TN,154,0,56,0,0,0,30597,39905
03/20/2020,TN,228,0,74,1,0,1,30597,39905
03/21/2020,TN,371,0,143,1,0,0,30597,39905
03/22/2020,TN,505,0,134,2,0,1,30597,39905
03/23/2020,TN,615,0,110,2,0,0,26032,39905
03/24/2020,TN,667,0,52,2,0,0,26032,39905
03/25/2020,TN,784,0,117,3,0,1,26032,39905
03/26/2020,TN,957,0,173,3,0,0,26032,39905
03/27/2020,TN,1203,0,246,6,0,3,26032,39905
03/28/2020,TN,1373,0,170,6,0,0,26032,39905
03/29/2020,TN,1537,0,164,7,0,1,26032,39905
03/30/2020,TN,1834,0,297,13,0,6,24605,39905
03/31/2020,TN,2239,0,405,23,0,10,24605,39905
04/01/2020,TN,2240,0,1,23,0,0,24605,27410
04/02/2020,TN,2845,0,605,32,0,9,24605,27410
04/03/2020,TN,2880,0,35,36,0,4,24605,27410
04/04/2020,TN,3103,0,223,42,0,6,24605,27410
04/05/2020,TN,3633,0,530,44,0,2,24605,27410
04/06/2020,TN,3803,0,170,65,0,21,23943,27410
04/07/2020,TN,4139,0,336,72,0,7,23943,27410
04/08/2020,TN,4362,0,223,79,0,7,23943,27410
04/09/2020,TN,4635,0,273,94,0,15,23943,27410
04/10/2020,TN,4863,0,228,98,0,4,23943,27410
04/11/2020,TN,4863,0,0,100,0,2,23943,27410
04/12/2020,TN,5308,0,445,101,0,1,23943,27410
04/13/2020,TN,5610,0,302,109,0,8,24325,27410
04/14/2020,TN,5823,0,213,124,0,15,24325,27410
04/15/2020,TN,5836,0,13,134,0,10,24325,27410
04/16/2020,TN,6262,0,426,141,0,7,24325,27410
04/17/2020,TN,6330,0,68,141,0,0,24325,27410
